solve_details,config,objective,solve_status,gap,nodes,time_mean,time_std,time_var,config_str,folder
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.0}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 1, 'mip.cuts.mircut': 2, 'mip.cuts.zerohalfcut': 2}",9,integer optimal solution,0,0,0.0026333333,0.0058905763,3.46989e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 1, ""mip.cuts.mircut"": 2, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",20
"{'NOT_A_NUM': None, 'best_bound': 57.0, 'columns': 216, 'deterministic_time': 242.6850099564, 'dettime': 242.6850099564, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 1231, 'nb_linear_nonzeros': 892, 'nb_nodes_processed': 3, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.25}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 1, 'mip.cuts.mircut': 2, 'mip.cuts.zerohalfcut': 2}",57,integer optimal solution,0,3,0.2510333333,0.0080683882,6.50989e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 1, ""mip.cuts.mircut"": 2, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",200
"{'NOT_A_NUM': None, 'best_bound': 84.0, 'columns': 311, 'deterministic_time': 580.9439229965, 'dettime': 580.9439229965, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 4409, 'nb_linear_nonzeros': 1259, 'nb_nodes_processed': 77, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.515}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 1, 'mip.cuts.mircut': 2, 'mip.cuts.zerohalfcut': 2}",84,integer optimal solution,0,77,0.5183333333,0.0116026817,0.0001346222,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 1, ""mip.cuts.mircut"": 2, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",300
"{'NOT_A_NUM': None, 'best_bound': 17.0, 'columns': 63, 'deterministic_time': 8.8545951843, 'dettime': 8.8545951843, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 128, 'nb_linear_nonzeros': 259, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.016}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 1, 'mip.cuts.mircut': 2, 'mip.cuts.zerohalfcut': 2}",17,integer optimal solution,0,0,0.0146,0.0039293765,1.544e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 1, ""mip.cuts.mircut"": 2, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",50
"{'NOT_A_NUM': None, 'best_bound': 29.0, 'columns': 109, 'deterministic_time': 474.7409696579, 'dettime': 474.7409696579, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 2833, 'nb_linear_nonzeros': 455, 'nb_nodes_processed': 90, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.453}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",29,integer optimal solution,0,90,0.4493333333,0.006729702000000001,4.52889e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",100
"{'NOT_A_NUM': None, 'best_bound': 42.0, 'columns': 164, 'deterministic_time': 46.6481361389, 'dettime': 46.6481361389, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 373, 'nb_linear_nonzeros': 682, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.047}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",42,integer optimal solution,0,0,0.058833333300000006,0.006542595500000001,4.28056e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",150
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.016}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",9,integer optimal solution,0,0,0.0026333333,0.0058905763,3.46989e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",20
"{'NOT_A_NUM': None, 'best_bound': 57.0, 'columns': 216, 'deterministic_time': 526.8997364044, 'dettime': 526.8997364044, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 1236, 'nb_linear_nonzeros': 892, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.546}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",57,integer optimal solution,0,0,0.5536,0.0097145938,9.43733e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",200
"{'NOT_A_NUM': None, 'best_bound': 84.0, 'columns': 311, 'deterministic_time': 1334.982175827, 'dettime': 1334.982175827, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 3615, 'nb_linear_nonzeros': 1259, 'nb_nodes_processed': 63, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 1.156}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",84,integer optimal solution,0,63,1.1605,0.0113276947,0.0001283167,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",300
"{'NOT_A_NUM': None, 'best_bound': 17.0, 'columns': 63, 'deterministic_time': 9.2643632889, 'dettime': 9.2643632889, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 128, 'nb_linear_nonzeros': 259, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.015}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 0}",17,integer optimal solution,0,0,0.0156666667,0.00047140450000000004,2.2220000000000002e-07,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",50
"{'NOT_A_NUM': None, 'best_bound': 29.0, 'columns': 109, 'deterministic_time': 475.3042078018, 'dettime': 475.3042078018, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 2833, 'nb_linear_nonzeros': 455, 'nb_nodes_processed': 90, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.485}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",29,integer optimal solution,0,90,0.4556333333,0.0214359252,0.0004594989,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",100
"{'NOT_A_NUM': None, 'best_bound': 42.0, 'columns': 164, 'deterministic_time': 46.6524505615, 'dettime': 46.6524505615, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 373, 'nb_linear_nonzeros': 682, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.062}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",42,integer optimal solution,0,0,0.0588666667,0.0065611652,4.30489e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",150
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.0}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",9,integer optimal solution,0,0,0.0015333333,0.0046024148,2.1182200000000002e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",20
"{'NOT_A_NUM': None, 'best_bound': 57.0, 'columns': 216, 'deterministic_time': 670.2257299423, 'dettime': 670.2257299423, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 1699, 'nb_linear_nonzeros': 892, 'nb_nodes_processed': 11, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.656}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",57,integer optimal solution,0,11,0.6609,0.0128071595,0.0001640233,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",200
"{'NOT_A_NUM': None, 'best_bound': 84.0, 'columns': 311, 'deterministic_time': 1506.209107399, 'dettime': 1506.209107399, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 5179, 'nb_linear_nonzeros': 1259, 'nb_nodes_processed': 88, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 1.2650000000000001}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",84,integer optimal solution,0,88,1.2833333332999999,0.011184314400000001,0.00012508890000000001,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",300
"{'NOT_A_NUM': None, 'best_bound': 17.0, 'columns': 63, 'deterministic_time': 9.2643632889, 'dettime': 9.2643632889, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 128, 'nb_linear_nonzeros': 259, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.015}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 1}",17,integer optimal solution,0,0,0.0166,0.0041440721,1.71733e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",50
"{'NOT_A_NUM': None, 'best_bound': 29.0, 'columns': 109, 'deterministic_time': 483.4264650345, 'dettime': 483.4264650345, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 2838, 'nb_linear_nonzeros': 455, 'nb_nodes_processed': 90, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.453}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",29,integer optimal solution,0,90,0.45880000000000004,0.0086154899,7.42267e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",100
"{'NOT_A_NUM': None, 'best_bound': 42.0, 'columns': 164, 'deterministic_time': 46.6524505615, 'dettime': 46.6524505615, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 373, 'nb_linear_nonzeros': 682, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.063}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",42,integer optimal solution,0,0,0.057833333300000005,0.0071790591,5.15389e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",150
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.0}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",9,integer optimal solution,0,0,0.0031000000000000003,0.0062040309,3.849e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",20
"{'NOT_A_NUM': None, 'best_bound': 57.0, 'columns': 216, 'deterministic_time': 670.2257299423, 'dettime': 670.2257299423, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 1699, 'nb_linear_nonzeros': 892, 'nb_nodes_processed': 11, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.656}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",57,integer optimal solution,0,11,0.6573666667,0.0132148486,0.00017463220000000002,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",200
"{'NOT_A_NUM': None, 'best_bound': 84.0, 'columns': 311, 'deterministic_time': 1479.3247003555, 'dettime': 1479.3247003555, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 4707, 'nb_linear_nonzeros': 1259, 'nb_nodes_processed': 59, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 1.2810000000000001}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",84,integer optimal solution,0,59,1.2755,0.0101743141,0.0001035167,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",300
"{'NOT_A_NUM': None, 'best_bound': 17.0, 'columns': 63, 'deterministic_time': 9.2643632889, 'dettime': 9.2643632889, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 128, 'nb_linear_nonzeros': 259, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.016}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 0, 'mip.cuts.zerohalfcut': 2}",17,integer optimal solution,0,0,0.0151,0.0050156422,2.5156700000000003e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 0, ""mip.cuts.zerohalfcut"": 2, ""mip.strategy.search"": 1, ""threads"": 1}",50
"{'NOT_A_NUM': None, 'best_bound': 29.0, 'columns': 109, 'deterministic_time': 474.7409696579, 'dettime': 474.7409696579, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 2833, 'nb_linear_nonzeros': 455, 'nb_nodes_processed': 90, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.438}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",29,integer optimal solution,0,90,0.4471,0.0074357246000000005,5.529e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",100
"{'NOT_A_NUM': None, 'best_bound': 42.0, 'columns': 164, 'deterministic_time': 46.6481361389, 'dettime': 46.6481361389, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 373, 'nb_linear_nonzeros': 682, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.063}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",42,integer optimal solution,0,0,0.0588666667,0.0065611652,4.30489e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",150
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.0}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",9,integer optimal solution,0,0,0.0020666667000000002,0.005272149,2.7795600000000002e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",20
"{'NOT_A_NUM': None, 'best_bound': 57.0, 'columns': 216, 'deterministic_time': 526.8997364044, 'dettime': 526.8997364044, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 1236, 'nb_linear_nonzeros': 892, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.547}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",57,integer optimal solution,0,0,0.5510666667,0.006980608100000001,4.87289e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",200
"{'NOT_A_NUM': None, 'best_bound': 84.0, 'columns': 311, 'deterministic_time': 1334.982175827, 'dettime': 1334.982175827, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 3615, 'nb_linear_nonzeros': 1259, 'nb_nodes_processed': 63, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 1.156}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",84,integer optimal solution,0,63,1.1671,0.014561021,0.0002120233,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",300
"{'NOT_A_NUM': None, 'best_bound': 17.0, 'columns': 63, 'deterministic_time': 9.2643632889, 'dettime': 9.2643632889, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 128, 'nb_linear_nonzeros': 259, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.016}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 0}",17,integer optimal solution,0,0,0.0167333333,0.0038378235,1.47289e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 0, ""mip.strategy.search"": 1, ""threads"": 1}",50
"{'NOT_A_NUM': None, 'best_bound': 29.0, 'columns': 109, 'deterministic_time': 475.3042078018, 'dettime': 475.3042078018, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 2833, 'nb_linear_nonzeros': 455, 'nb_nodes_processed': 90, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.437}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 1}",29,integer optimal solution,0,90,0.4520666667,0.013913862,0.0001935956,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",100
"{'NOT_A_NUM': None, 'best_bound': 42.0, 'columns': 164, 'deterministic_time': 46.6524505615, 'dettime': 46.6524505615, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 373, 'nb_linear_nonzeros': 682, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.047}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 1}",42,integer optimal solution,0,0,0.0588666667,0.0066419542,4.41156e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",150
"{'NOT_A_NUM': None, 'best_bound': 9.0, 'columns': 32, 'deterministic_time': 0.6265974045, 'dettime': 0.6265974045, 'gap': 0.0, 'mip_relative_gap': 0.0, 'nb_iterations': 117, 'nb_linear_nonzeros': 125, 'nb_nodes_processed': 0, 'problem_type': 'MILP', 'quality_metrics': {}, 'status': 'integer optimal solution', 'status_code': 101, 'time': 0.0}","{'threads': 1, 'mip.strategy.search': 1, 'lpmethod': 1, 'mip.cuts.gomory': 0, 'mip.cuts.liftproj': 2, 'mip.cuts.mircut': 1, 'mip.cuts.zerohalfcut': 1}",9,integer optimal solution,0,0,0.0036666667,0.0066499791,4.4222200000000005e-05,"{""lpmethod"": 1, ""mip.cuts.gomory"": 0, ""mip.cuts.liftproj"": 2, ""mip.cuts.mircut"": 1, ""mip.cuts.zerohalfcut"": 1, ""mip.strategy.search"": 1, ""threads"": 1}",20
